"alg-geom/9311002","Rick Miranda","Ciro Ciliberto, Angelo Lopez, and Rick Miranda","Projective Degenerations of K3 Surfaces, Gaussian Maps, and Fano
  Threefolds","24 pages, AMS-LaTeX 1.1",,"10.1007/BF01232682",,"alg-geom math.AG",,"  In this article we exhibit certain projective degenerations of smooth $K3$
surfaces of degree $2g-2$ in $\Bbb P^g$ (whose Picard group is generated by the
hyperplane class), to a union of two rational normal scrolls, and also to a
union of planes. As a consequence we prove that the general hyperplane section
of such $K3$ surfaces has a corank one Gaussian map, if $g=11$ or $g\geq 13$.
We also prove that the general such hyperplane section lies on a unique $K3$
surface, up to projectivities. Finally we present a new approach to the
classification of prime Fano threefolds of index one, which does not rely on
the existence of a line.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 16:08:00 GMT""}]","2009-10-22"
"astro-ph/9311022","Ben Dorman","B. Dorman, R. Rood, and R. O'Connell","Ultraviolet Radiation from Evolved Stellar Populations -- I. Models","Paper is uuencoded compressed PostScript file. Figures for this paper
  are available from through anonymous
  ftp://ftp.virginia.edu/public_access/bd4r/uv1fig.uu","Astrophys.J. 419 (1993) 596","10.1086/173511",,"astro-ph",,"  This series of papers comprises a systematic exploration of the hypothesis
that the far ultraviolet radiation from star clusters and elliptical galaxies
originates from extremely hot horizontal-branch (HB) stars and their post-HB
progeny. This first paper presents an extensive grid of calculations of stellar
models from the Zero Age Horizontal Branch through to a point late in post-HB
evolution or a point on the white dwarf cooling track. We use the term `Extreme
Horizontal Branch' (EHB) to refer to HB sequences of constant mass that do not
reach the thermally-pulsing stage on the AGB. These models evolve after core
helium exhaustion
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 18:25:45 GMT""}]","2009-10-22"
"astro-ph/9311023","Andrew Jaffe","Andrew H. Jaffe","Quasi-Linear Evolution of Compensated Cosmological Perturbations: The
  Nonlinear Sigma Model","30 pages; ReVTeX file; two uuencoded figures; FERMILAB-Pub-93/317-A","Phys.Rev. D49 (1994) 3893-3909","10.1103/PhysRevD.49.3893",,"astro-ph hep-ph",,"  We consider the evolution of perturbations to a flat FRW universe that arise
from a ``stiff source,'' such as a self-ordering cosmic field that forms in a
global symmetry-breaking phase transition and evolves via the Kibble mechanism.
Although the linear response of the normal matter to the source depends on the
details of the source dynamics, we show that the higher-order non-linear
perturbative equations reduce to a form identical to those of source-free
Newtonian gravity in the small wavelength limit. Consequently, the resulting
$n$-point correlation functions and their spectral counterparts will have a
hierarchical contribution arising from this gravitational evolution (as in the
source-free case) in addition to that possibly coming from non-Gaussian initial
conditions. We apply this formalism to the $O(N)$ nonlinear sigma model at
large $N$ and find that observable differences from the case of initially
Gaussian perturbations and Newtonian gravity in the bispectrum and higher-order
correlations are not expected on scales smaller than about $100\,h^{-1}{\rm
Mpc}$.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 21:22:40 GMT""}]","2009-10-22"
"astro-ph/9311024","Diego Harari","Diego Harari and Matias Zaldarriaga (Univ. of Buenos Aires)","Polarization of the Microwave Background in Inflationary Cosmology","11 pages, (1 figure, not included, available upon request), LaTex
  file","Phys.Lett. B319 (1993) 96-103","10.1016/0370-2693(93)90787-I",,"astro-ph gr-qc",,"  We evaluate the large scale polarization of the cosmic microwave background
induced, via Thomson scattering prior to decoupling, by nearly scale-invariant
spectra of scalar and tensor metric perturbations, such as those predicted by
most inflationary models of the early Universe. We solve the radiative transfer
equation for the polarized photon distribution function analytically, for
wavelengths of order or larger than the horizon size at decoupling, assuming no
reionization. The induced polarization is proportional to the redshift induced
by the perturbations at decoupling and to the duration of the decoupling
transition. Normalizing the spectra to the quadrupole anisotropy measured by
the COBE satellite, the expected degree of linear polarization is $P\lsim
10^{-7}$, more than two orders of magnitude smaller than current bounds. The
dependence of $P$ with the tilt in the spectrum away from scale invariance is
too weak to be of observational relevance or to provide a sensitive
discrimination between scalar and tensor fluctuations. The variation of $P$
with the angular scale is significant.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 22:10:11 GMT""}]","2016-08-30"
"cond-mat/9311020",,"S. Stringari","Spin Excitations and Sum Rules in the Heisenberg Antiferromagnet","26 pages, Plain TeX including 1 PostScript figure, UTF-307-10/93",,"10.1103/PhysRevB.49.6710",,"cond-mat",,"  Various bounds for the energy of collective excitations in the Heisenberg
antiferromagnet are presented and discussed using the formalism of sum rules.
We show that the Feynman approximation significantly overestimates (by about
30\% in the $S={1\over2}$ square lattice) the spin velocity due to the non
negligible contribution of multi magnons to the energy weighted sum rule. We
also discuss a different, Goldstone type bound depending explicitly on the
order parameter (staggered magnetization). This bound is shown to be
proportional to the dispersion of classical spin wave theory with a
q-independent normalization factor. Rigorous bounds for the excitation energies
in the anisotropic Heisenberg model are also presented.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 19:28:23 GMT""}]","2009-10-22"
"cond-mat/9311021","Erik Sorensen","E. Sorensen and I. Affleck","S(k) for Haldane Gap Antiferromagnets: Large-scale Numerical Results vs.
  Field Theory and Experiment","11 pages, 3 postscript figures included, REVTEX 3.0, UBCTP-93-022",,"10.1103/PhysRevB.49.13235",,"cond-mat",,"  The structure function, S(k), for the s=1, Haldane gap antiferromagnetic
chain, is measured accurately using the recent density matrix renormalization
group method, with chain-length 100. Excellent agreement with the nonlinear
$\sigma$ model prediction is obtained, both at $k\approx \pi$ where a single
magnon process dominates and at $k\approx 0$ where a two magnon process
dominates. We repeat our calculation with crystal field anisotropy chosen to
model NENP, obtaining good agreement with both field theory predictions and
recent experiments. Correlation lengths, gaps and velocities are determined for
both polarizations.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 23:38:00 GMT""},{""version"":""v2"",""created"":""Mon, 15 Nov 1993 04:40:00 GMT""}]","2009-10-22"
"cond-mat/9311022","Min Chul Cha","Min-Chul Cha and S. M. Girvin","Universal conductivity in the boson Hubbard model in a magnetic field","26 pages (9 pages for figures), postscript, RANU1",,"10.1103/PhysRevB.49.9794",,"cond-mat",,"  The universal conductivity at the zero-temperature superconductor-insulator
transition of the two-dimensional boson Hubbard model is studied for cases both
with and without magnetic field by Monte Carlo simulations of the
(2+1)-dimensional classical $XY$-model with disorder represented by random
bonds correlated along the imaginary time dimension. The effect of magnetic
field is characterized by the frustration $f$. From the scaling behavior of the
stiffness, we determine the quantum dynamical exponent $z$, the correlation
length exponent $\nu$, and the universal conductivity $\sigma^*$. For the
disorder-free model with $f=1/2$, we obtain $z \approx 1$, $1/\nu \approx 1.5$,
and $\sigma^*/\sigma_Q =0.52 \pm 0.03 $ where $\sigma_Q$ is the quantum
conductance. We also study the case with $f=1/3$, in which we find
$\sigma^*/\sigma_Q = 0.83 \pm 0.06 $. The value of $\sigma^*$ is consistent
with a theoretical estimate based on the Gaussian model. For the model with
random interactions, we find $z=1.07 \pm 0.03$, $\nu \approx 1$, and
$\sigma^*/\sigma_Q= 0.27 \pm 0.04$ for the case $f=0$, and $z=1.14 \pm 0.03$,
$\nu \approx 1$, and $\sigma^*/\sigma_Q= 0.49 \pm 0.04$ for the case $f=1/2$.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 02:47:54 GMT""}]","2009-10-22"
"cond-mat/9311024",,"S. Stringari","Sum Rules and Bose-Einstein Condensation","16 pages, Plain TeX, no figures, UTF-308-10/93",,,,"cond-mat",,"  Various sum rules accounting for the coupling between density and particle
excitations and emphasizing in an explicit way the role of the Bose-Einstein
condensation are discussed. Important consequences on the fluctuations of the
particle operator as well as on the structure of elementary excitations are
reviewed. These include a recent generalization of the Hohenberg-Mermin-Wagner
theorem holding at zero temperature. (To appear in ""Bose-Einstein
Condensation"", A.Griffin, D.Snoke and S.Stringari eds., Cambridge Univ. Press)
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 09:44:00 GMT""}]","2007-05-23"
"cond-mat/9311025","Nobuki Maeda","Kenzo.Ishikawa and Nobuki.Maeda","A Mean Field Analysis of One Dimensional Quantum Liquid with Long Range
  Interaction","EPHOU-93-002, 10 pages (LaTeX), 3 figures available upon request as
  hard copy","Phys. Lett. 186A (1994) 65","10.1016/0375-9601(94)90923-7",,"cond-mat",,"  Bi-local mean field theory is applied to one dimensional quantum liquid with
long range $1/r^2$ interaction, which has exact ground state wave function. We
obtain a mean field solution and an effective action which expresses a long
range dynamics. Based on them the ground state energy and correlation functions
are computed. The ground state energy agrees fairly well with the exact value
and exponents have weaker coupling constant dependence than that of partly
known exact value.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 08:53:11 GMT""}]","2009-10-22"
"gr-qc/9311016","Jack Gegenberg","H. Zaidi, J. Gegenberg","Quantum Bubble Dynamics in 2+1 Dimensional Gravity I: Geometrodynamic
  Approach","14 pages, Latex (\cite typos corrected)","Phys.Lett.B328:22-27,1994","10.1016/0370-2693(94)90422-7",,"gr-qc hep-th",,"  The Dirac quantization of a 2+1 dimensional bubble is performed. The bubble
consists of a string forming a boundary between two regions of space-time with
distinct geometries. The ADM constraints are solved and the coupling to the
string is introduced through the boundary conditions. The wave functional is
obtained and the quantum uncertainty in the radius of the ring is calculated;
this uncertainty becomes large at the Planck scale.
","[{""version"":""v1"",""created"":""Tue, 9 Nov 1993 18:49:37 GMT""},{""version"":""v2"",""created"":""Wed, 10 Nov 1993 13:53:58 GMT""}]","2010-11-01"
"hep-lat/9311011","Stefan Boettcher","Carl M. Bender, Stefan Boettcher, Lawrence R. Mead","Random Walks in Noninteger Dimension","25 pages, 5 figures included, 2 figures on request, plain TEX","J.Math.Phys. 35 (1994) 368-388","10.1063/1.530778",,"hep-lat",,"  One can define a random walk on a hypercubic lattice in a space of integer
dimension $D$. For such a process formulas can be derived that express the
probability of certain events, such as the chance of returning to the origin
after a given number of time steps. These formulas are physically meaningful
for integer values of $D$. However, these formulas are unacceptable as
probabilities when continued to noninteger $D$ because they give values that
can be greater than $1$ or less than $0$. In this paper we propose a random
walk which gives acceptable probabilities for all real values of $D$. This
$D$-dimensional random walk is defined on a rotationally-symmetric geometry
consisting of concentric spheres. We give the exact result for the probability
of returning to the origin for all values of $D$ in terms of the Riemann zeta
function. This result has a number-theoretic interpretation.
","[{""version"":""v1"",""created"":""Wed, 10 Nov 1993 14:28:49 GMT""}]","2009-10-22"
