"astro-ph/9304029","Eduard Salvador","Eduard Salvador-Sole and Jose M. Solanes","Tidally Induced Elongation and Alignments of Galaxy Clusters","24 pages + 3 figures available upon request, plain TeX, UB-AM-51","Astrophys.J.417:427,1993","10.1086/173323",,"astro-ph",,"  We show that tidal interaction among galaxy clusters can account for their
observed alignments and very marked elongation and, consequently, that these
characteristics of clusters are actually consistent with them being formed in
hierarchical clustering. The well-established distribution of projected axial
ratios of clusters with richness class $R\ge 0$ is recovered very
satisfactorily by means of a simple model with no free parameters. The main
perturbers are relatively rich ($R\ge 1$) single clusters and/or groups of
clusters (superclusters) of a wider richness class ($R\ge 0$) located within a
distance of about 65 $h^{-1}$ Mpc from the perturbed cluster. This makes the
proposed scheme be also consistent with all reported alignment effects
involving clusters. We find that this tidal interaction is typically in the
saturate regime (\ie the maximum elongation allowed for systems in equilibrium
is reached), which explains the very similar intrinsic axial ratio shown by all
clusters. Tides would therefore play an important role in the dynamics of large
scale structures, in particular, they should be taken into account when
estimating the virial mass of clusters.
","[{""version"":""v1"",""created"":""Fri, 30 Apr 1993 06:36:49 GMT""}]","2014-10-13"
"cond-mat/9304047","Bruce W. Roberts","M. E. J. Newman, B. W. Roberts, G. T. Barkema, and J. P. Sethna","Real-space renormalization group for the random-field Ising model","12 pages, CU-MSC-7576","Phys. Rev. B 48, 16533 (1993)","10.1103/PhysRevB.48.16533",,"cond-mat",,"  We present real--space renormalization group (RG) calculations of the
critical properties of the random--field Ising model on a cubic lattice in
three dimensions. We calculate the RG flows in a two--parameter truncation of
the Hamiltonian space. As predicted, the transition at finite randomness is
controlled by a zero temperature, disordered critical fixed point, and we
exhibit the universal crossover trajectory from the pure Ising critical point.
We extract scaling fields and critical exponents, and study the distribution of
barrier heights between states as a function of length scale.
","[{""version"":""v1"",""created"":""Thu, 29 Apr 1993 18:19:28 GMT""}]","2009-10-22"
"cond-mat/9304048",,"Z. Neda","Instantaneous Configurations of the Bloch Walls in a Two-Dimensional and
  s=1/2 Model","11 pages , 8 figures upon request",,"10.1016/0304-8853(93)90096-K",,"cond-mat",,"  We show that instantaneous configurations of 180 degree domain walls
constructed on a square lattice in a two-dimensional and S=1/2 Ising-type model
exhibit fractal structure. The fractal dimension depends on the coupling
parameters and it is a continious function of the temperature. The wall
thickness in the neighbourhood of Tc presents scaling properties in good
agreement with the classical theory by Landau.
","[{""version"":""v1"",""created"":""Fri, 30 Apr 1993 12:12:00 GMT""}]","2009-10-22"
"gr-qc/9304043","Ranjeet S. Tate","Ranjeet S. Tate, (Ph.D. Dissertation, Syracuse University)","An algebraic approach to the quantization of cosntrained systems: finite
  dimensional examples","124 pages, LaTeX (run twice before printing), SU-GP-92/8-1. (Minor
  corruption (extra blank line at line 2994) hopefully fixed.)",,,,"gr-qc",,"  From the point of view of canonical quantum gravity, it has become imperative
to find a framework for quantization which provides a {\em general}
prescription to find the physical inner product, and is flexible enough to
accommodate non-canonical variables. In this dissertation I consider an
algebraic formulation of the Dirac approach to the quantization of constrained
systems, due to A. Ashtekar. The Dirac quantization program is augmented by a
general principle to find the inner product on physical states. Essentially,
the Hermiticity conditions on physical operators determine this inner product.
I also clarify the role in quantum theory of possible algebraic identities
between the elementary variables. I use this approach to quantize various
finite dimensional systems. Some of these models test the new aspects of the
algebraic framework. Others bear qualitative similarities to \gr, and may give
some insight into the pitfalls lurking in \qg. In (spatially compact) general
relativity, the Hamiltonian is constrained to vanish. I present various
approaches one can take to obtain an interpretation of the quantum theory of
such ``dynamically constrained'' systems. I apply some of these ideas to the
Bianchi I cosmology, and analyze the issue of the initial singularity in
quantum theory.
","[{""version"":""v1"",""created"":""Fri, 30 Apr 1993 00:41:14 GMT""},{""version"":""v2"",""created"":""Fri, 30 Apr 1993 18:48:37 GMT""}]","2016-08-31"
"gr-qc/9304044","Ranjeet S. Tate","Abhay Ashtekar and Jerzy Lewandowski","Completeness of Wilson loop functionals on the moduli space of $SL(2,C)$
  and $SU(1,1)$-connections","Plain TeX, 7 pages, SU-GP-93/4-?","Class.Quant.Grav.10:L69-L74,1993","10.1088/0264-9381/10/6/002",,"gr-qc",,"  The structure of the moduli spaces $\M := \A/\G$ of (all, not just flat)
$SL(2,C)$ and $SU(1,1)$ connections on a n-manifold is analysed. For any
topology on the corresponding spaces $\A$ of all connections which satisfies
the weak requirement of compatibility with the affine structure of $\A$, the
moduli space $\M$ is shown to be non-Hausdorff. It is then shown that the
Wilson loop functionals --i.e., the traces of holonomies of connections around
closed loops-- are complete in the sense that they suffice to separate all
separable points of $\M$. The methods are general enough to allow the
underlying n-manifold to be topologically non-trivial and for connections to be
defined on non-trivial bundles. The results have implications for canonical
quantum general relativity in 4 and 3 dimensions.
","[{""version"":""v1"",""created"":""Fri, 30 Apr 1993 00:44:35 GMT""}]","2010-04-06"
"gr-qc/9304045","Marco","Marco Cavagli\`a","Functional Change of Variables in the Wheeler--De Witt Equation","11 pages, no figures. Plain tex",,,"SISSA 60/93/A","gr-qc",,"  I present a new way to solve the Wheeler--de Witt equation using the
invariance of the classical lagrangian under reparametrization. This property
allows one to introduce an arbitrary function for each degree of freedom of the
wave function $\Psi$: this arbitrariness can be used to fix the asymptotic
behaviour of $\Psi$ so as to obtain a wave function representing a closed
universe or a wormhole. These considerations are applied in detail to the
Kantowsky--Sachs spacetime.
","[{""version"":""v1"",""created"":""Fri, 30 Apr 1993 10:06:01 GMT""}]","2007-05-23"
"hep-ph/9304316","Lee Jaeyoung","A. Erdas, C. W. Kim and J. A. Lee","Fermion and Anti-Fermion Effective Masses in High Temperature Gauge
  Theories in $CP$-Asymmetric Background","13 pages, TIPAC-930010","Phys.Rev.D48:3901-3905,1993","10.1103/PhysRevD.48.3901",,"hep-ph",,"  We calculate the splitting between fermion and anti-fermion effective masses
in high temperature gauge theories in the presence of a non-vanishing chemical
potential due to the $CP$-asymmetric fermionic background. In particular we
consider the case of left-handed leptons in the $SU(2)\otimes U(1)$ theory when
the temperature is above $250$ GeV and the gauge symmetry is restored.
","[{""version"":""v1"",""created"":""Thu, 29 Apr 1993 17:18:16 GMT""}]","2010-11-01"
"hep-ph/9304317","Matt Austern","Matthew H. Austern and Robert N. Cahn","How to Measure the Mass of the W","16 pages (8 figures, appended at end), LBL-33780",,,,"hep-ph",,"  We perform a numerical calculation of the total cross section $\sigma(e^+e^-
\rightarrow W^+W^-)$ as a function of energy, taking into account the finite
width of the $W$ and the most important radiative corrections. We present these
results, in tabular form, for several values of $M_W$. Using these results, we
investigate running strategies for integrated luminosities that might be
available at LEP~200 and estimate the accuracy to which it will be possible to
determine the mass of the $W$ by measuring this cross section near threshold.
With an integrated luminosity of $100\ {\rm pb}^{-1}$ it should be possible to
achieve a precision of $100\ {\rm MeV}$, and with an integrated luminosity of
$500\ {\rm pb}^{-1}$, a precision of $60\ {\rm MeV}$.
","[{""version"":""v1"",""created"":""Thu, 29 Apr 1993 23:26:50 GMT""}]","2007-05-23"
"hep-ph/9304318","Ez","Frank Wilczek","Beyond the Standard Model","20 pages, 3 figures available upon request, IAS-HEP 92/23",,"10.1111/j.1749-6632.1993.tb43889.x",,"hep-ph",,"  The standard model of particle physics is marvelously successful. However, it
is obviously not a complete or final theory. I shall argue here that the
structure of the standard model gives some quite concrete, compelling hints
regarding what lies beyond.
","[{""version"":""v1"",""created"":""Fri, 30 Apr 1993 12:27:56 GMT""}]","2009-10-22"
"hep-th/9304136","Thomas Portmann","Thomas Portmann","Cancellation of the Chiral Anomaly in a Model with Spontaneous Symmetry
  Breaking","13 pages, plain TeX, SI 92-11","Z.Phys. C57 (1993) 639-646","10.1007/BF01561483",,"hep-th hep-ph",,"  A perturbatively renormalized Abelian Higgs-Kibble model with a chirally
coupled fermion is considered. The Slavnov identity is fulfilled to all orders
of perturbation theory, which is crucial for renormalizability in models with
vector bosons. BRS invariance, i.e. the validity of the identity, forces the
chiral anomaly to be cancelled by Wess-Zumino counterterms. This procedure
preserves the renormalizability in the one-loop approximation but it violates
the Froissart bounds for partial wave amplitudes above some energy and destroys
renormalizability from the second order in h bar onwards due to the
counterterms. (The paper has 3 figs. in postscript which are not included; send
request to the author's e-mailbox with subject: figures . The author is willing
to mail hard copies of the paper.)
","[{""version"":""v1"",""created"":""Thu, 29 Apr 1993 23:24:01 GMT""}]","2009-10-22"
