"adap-org/9309001","Jim Lynch","James F. Lynch (Clarkson University)","On the Threshold of Chaos in Random Boolean Cellular Automata","Two uuencoded, tar-compressed postscript files containing figures
  have been added",,,,"adap-org nlin.AO",,"  A random boolean cellular automaton is a network of boolean gates where the
inputs, the boolean function, and the initial state of each gate are chosen
randomly. In this article, each gate has two inputs. Let $a$ (respectively $c$)
be the probability the the gate is assigned a constant function (respectively a
non-canalyzing function, i.e., {\sc equivalence} or {\sc exclusive or}).
Previous work has shown that when $a > c$, with probability asymptotic to 1,
the random automaton exhibits very stable behavior: almost all of the gates
stabilize, almost all of them are weak, i.e., they can be perturbed without
affecting the state cycle that is entered, and the state cycle is bounded in
size. This article gives evidence that the condition $a = c$ is a threshold of
chaotic behavior: with probability asymptotic to 1, almost all of the gates are
still stable and weak, but the state cycle size is unbounded. In fact, the
average state cycle size is superpolynomial in the number of gates.
","[{""version"":""v1"",""created"":""Thu, 16 Sep 1993 03:25:42 GMT""}]","2008-02-03"
"astro-ph/9309022","Hume Feldman","Hume A. Feldman and Richard Watkins","Measuring Bulk Flows in Large Scale Surveys","9 pages, uuencode compressed postscript file. Proceedings of IAP
  Colloq 9, ""Cosmological Velocity Fields"" ed. F Bouchet & M. Lachieze-Rey. UM
  AC 93-10",,,,"astro-ph",,"  We follow a formalism presented by Kaiser to calculate the variance of bulk
flows in large scale surveys. We apply the formalism to a mock survey of Abell
clusters \'a la Lauer \& Postman and find the variance in the expected bulk
velocities in a universe with CDM, MDM and IRAS--QDOT power spectra. We
calculate the velocity variance as a function of the 1--D velocity dispersion
of the clusters and the size of the survey.
","[{""version"":""v1"",""created"":""Wed, 15 Sep 1993 19:09:52 GMT""}]","2007-05-23"
"chao-dyn/9309005","T. Poeschel","Werner Ebeling, Thorsten P\""oschel","Entropy and Long range correlations in literary English","8 pages",,"10.1209/0295-5075/26/4/001","Preprint HU Berlin ITP--330","chao-dyn nlin.CD",,"  Recently long range correlations were detected in nucleotide sequences and in
human writings by several authors. We undertake here a systematic investigation
of two books, Moby Dick by H. Melville and Grimm's tales, with respect to the
existence of long range correlations. The analysis is based on the calculation
of entropy like quantities as the mutual information for pairs of letters and
the entropy, the mean uncertainty, per letter. We further estimate the number
of different subwords of a given length $n$. Filtering out the contributions
due to the effects of the finite length of the texts, we find correlations
ranging to a few hundred letters. Scaling laws for the mutual information
(decay with a power law), for the entropy per letter (decay with the inverse
square root of $n$) and for the word numbers (stretched exponential growth with
$n$ and with a power law of the text length) were found.
","[{""version"":""v1"",""created"":""Thu, 16 Sep 1993 01:19:48 GMT""}]","2009-10-22"
"cond-mat/9309019",,"Achille Giacometti and Amos Maritan","Weak Non Self-Averaging Behaviour for Diffusion in a Trapping
  Environment","11 pages, Revtex 3.0, 5 figures available upon request,
  PURD-TH-93-02. Email:giacometti@padova.infn.it",,"10.1103/PhysRevE.49.227",,"cond-mat",,"  The statistics of equally weighted random paths (ideal polymer) is studied in
$2$ and $3$ dimensional percolating clusters. This is equivalent to diffusion
in the presence of a trapping environment. The number of $N$ step walks follows
a log-normal distribution with a variance growing asymptotically faster than
the mean which leads to a weak non self-averaging behaviour. Critical exponents
associated with the scaling of the two-points correlation function do not obey
standard scaling laws.
","[{""version"":""v1"",""created"":""Thu, 16 Sep 1993 12:17:58 GMT""}]","2009-10-22"
"cond-mat/9309020",,"Achille Giacometti and Hisao Nakanishi","A New Finite-Size Scaling Approach to Random Walks","26 pages, Revtex 3.0, 9 figures available upon request,
  Email:giacometti@padova.infn.it PURD-TH-93-07",,"10.1088/0305-4470/27/7/009",,"cond-mat",,"  We present a new finite-size scaling method for the random walks (RW)
superseeding a previously widely used renormalization group approach, which is
shown here to be inconsistent. The method is valid in any dimension and is
based on the exact solution for the two-point correlation function and on
finite size scaling. As an application, the phase diagram is derived for random
walks with a surface-bulk interaction where the system has either a surface or
a defect. Possible extensions to disordered systems are also discussed.
","[{""version"":""v1"",""created"":""Thu, 16 Sep 1993 14:10:59 GMT""}]","2009-10-22"
"cond-mat/9309023","Enzo Granato","E. Granato and M.A. Continentino","Charging Effects and Quantum Crossover in Granular Superconductors","15 pages plus 4 fig. appended, Revtex, INPE/LAS-003","Phys. Rev. B48, 15977 (1993)","10.1103/PhysRevB.48.15977",,"cond-mat",,"  The effects of the charging energy in the superconducting transition of
granular materials or Josephson junction arrays is investigated using a
pseudospin one model. Within a mean-field renormalization-group approach, we
obtain the phase diagram as a function of temperature and charging energy. In
contrast to early treatments, we find no sign of a reentrant transition in
agreement with more recent studies. A crossover line is identified in the
non-superconducting side of the phase diagram and along which we expect to
observe anomalies in the transport and thermodynamic properties. We also study
a charge ordering phase, which can appear for large nearest neighbor Coulomb
interaction, and show that it leads to first-order transitions at low
temperatures. We argue that, in the presence of charge ordering, a non
monotonic behavior with decreasing temperature is possible with a maximum in
the resistance just before entering the superconducting phase.
","[{""version"":""v1"",""created"":""Thu, 16 Sep 1993 13:12:33 GMT""}]","2009-10-22"
"gr-qc/9309018","Jack Gegenberg","D. Louis- Martinez, J. Gegenberg, G. Kunstatter","Exact Dirac Quantization of All 2-D Dilaton Gravity Theories","11 pages, LateX, (Equations (36) and (37) have been corrected and the
  discussion of them modified.)","Phys.Lett. B321 (1994) 193-198","10.1016/0370-2693(94)90463-4",,"gr-qc hep-th",,"  The most general dilaton gravity theory in 2 spacetime dimensions is
considered. A Hamiltonian analysis is performed and the reduced phase space,
which is two dimensional, is explicitly constructed in a suitable
parametrization of the fields. The theory is then quantized via the Dirac
method in a functional Schrodinger representation. The quantum constraints are
solved exactly to yield the (spatial) diffeomorphism invariant quantum wave
functional for all theories considered. This wave function depends explicitly
on the (single) configuration space coordinate as well as on the imbedding of
space into spacetime (i.e. on the choice of time).
","[{""version"":""v1"",""created"":""Wed, 15 Sep 1993 18:43:22 GMT""},{""version"":""v2"",""created"":""Fri, 1 Oct 1993 15:38:40 GMT""}]","2009-10-22"
"hep-lat/9309009","Pierre van Baal","Margarita Garcia Perez, Antonio Gonzalez-Arroyo, Jeroen Snippe and
  Pierre van Baal","Instantons from over-improved cooling","15p, 3 figs appended in PostScript (uudecoded), preprint
  INLO-PUB-11/93, FTUAM-93/31. Correction of eq.(16) and the discussion on pg.7","Nucl.Phys.B413:535-552,1994","10.1016/0550-3213(94)90631-9",,"hep-lat hep-th",,"  Lattice artefacts are used, through modified lattice actions, as a tool to
find the largest instantons in a toroidal geometry [0,L]^3X[0,T] for T to
infinity. It is conjectured that the largest instanton is associated with
tunnelling through a sphaleron. Existence of instantons with at least 8
parameters can be proven with the help of twisted boundary conditions in the
time direction. Numerical results for SU(2) gauge theory obtained by cooling
are presented to demonstrate the viability of the method.
","[{""version"":""v1"",""created"":""Thu, 16 Sep 1993 15:30:29 GMT""},{""version"":""v2"",""created"":""Tue, 5 Oct 1993 18:33:29 GMT""}]","2008-11-26"
"hep-ph/9309266","Miriam Leurer","Miriam Leurer (Weizmann Institute)","A Comprehensive Study of Leptoquark Bounds","23 Pages (LaTeX), including 3 uufiled postscript figures.
  WIS--93/90/Sept--PH. To appear in PRD. Changes: updated numbers ---> stronger
  bounds","Phys.Rev.D49:333-342,1994","10.1103/PhysRevD.49.333",,"hep-ph",,"  We make a comprehensive study of indirect bounds on scalar leptoquarks that
couple chirally and diagonally to the first generation by examining available
data from low energy experiments as well as from high energy e+ e- and p pbar
accelerators. The strongest bounds turn out to arise from low energy data: For
leptoquarks that couple to right--handed quarks, the most stringent bound comes
from atomic parity violation. For leptoquarks that couple to left--handed
quarks, there are two mass regions: At low masses the bounds arise from atomic
parity violation or from universality in leptonic pi decays. At masses above a
few hundred GeV's, the dominant bounds come from the FCNC processes that are
unavoidable in these leptoquarks: The FCNC bound of the up sector, that arises
from D-Dbar mixing, combines with the FCNC bounds from the down sector, that
arise from rare K decays and K-Kbar mixing, to a bound on the flavour
CONSERVING coupling to the first generation.
  The bounds restrict leptoquarks that couple with electromagnetic strength to
lie above 600 GeV or 630 GeV for leptoquarks that couple to RH quarks, and
above 1040 GeV, 440 GeV, and 750 GeV for the SU(2)_W scalar, doublet and
triplet leptoquarks that couple to LH quarks. These bounds are considerably
stronger than the first results from the direct searches at HERA. Our bounds
also already exclude large regions in the parameter space that could be
examined by various methods proposed for indirect leptoquark searches.
","[{""version"":""v1"",""created"":""Wed, 15 Sep 1993 16:12:15 GMT""},{""version"":""v2"",""created"":""Sun, 19 Sep 1993 17:01:34 GMT""},{""version"":""v3"",""created"":""Tue, 21 Dec 1993 15:43:21 GMT""}]","2008-11-26"
"hep-ph/9309267","Taco Nieuwenhuis","Taco Nieuwenhuis, J. A. Tjon and Yu. A. Simonov","Relativistic Two-Body Bound-State Calculations Beyond the Ladder
  Approximation","4 pages LaTeX and 2 uuencoded figures in PostScript; requires
  epsf.sty. Contributed talk at `Few Body XIV', August 23-27 1993, Amsterdam,
  Netherlands. Utrecht preprint THU-93/21",,,,"hep-ph",,"  In this work the Feynman-Schwinger representation for the two-body Greens
function is studied. After having given a brief introduction to the formalism,
we report on the first calculations based on this formalism. In order to
demonstrate the validity of the method, we consider the static case where the
mass of one of the particles becomes very large. We show that the heavy
particle follows a classical trajectory and we find a good agreement with the
Klein-Gordon result.
","[{""version"":""v1"",""created"":""Wed, 15 Sep 1993 16:26:55 GMT""}]","2007-05-23"
"hep-ph/9309268","G. Ecker","G. Ecker","The standard model at low energies","Lectures given at the 6th Indian-Summer School on Intermediate Energy
  Physics, Prague, Aug. 1993, Latex, 26 pages (with a4.sty), UWThPh-1993-31","Czech.J.Phys.44:405-430,1995","10.1007/BF01689769",,"hep-ph",,"  The hadronic sector of the standard model at low energies is described by a
non--decoupling effective field theory, chiral perturbation theory. An
introduction is given to the construction of effective chiral Lagrangians, both
in the purely mesonic sector and with inclusion of baryons. The connection
between the relativistic formulation and the heavy baryon approach to chiral
perturbation theory with baryons is reviewed.
","[{""version"":""v1"",""created"":""Wed, 15 Sep 1993 16:31:11 GMT""}]","2011-04-15"
