"chao-dyn/9303007","Ronnie Mainieri","Ronnie Mainieri","On the equality of Hausdorff and box counting dimensions","CYCLER Paper 93mar001 Latex file with 3 PostScript figures (needs
  psfig.sty)",,"10.1063/1.165970",,"chao-dyn nlin.CD",,"  By viewing the covers of a fractal as a statistical mechanical system, the
exact capacity of a multifractal is computed. The procedure can be extended to
any multifractal described by a scaling function to show why the capacity and
Hausdorff dimension are expected to be equal.
","[{""version"":""v1"",""created"":""Wed, 3 Mar 1993 00:00:00 GMT""}]","2009-10-22"
"cond-mat/9303005","Franco Dalfovo","J.Boronat, F.Dalfovo, F.Mazzanti, and A.Polls","Dynamic Structure Function in 3he-4he Mixtures","29 pages, Plain TeX, 11 figures available by request from
  dalfovo@itnvax.cineca.it",,"10.1016/0921-4526(94)90759-5",,"cond-mat",,"  Relevant features of the dynamic structure function $S(q,\omega)$ in
$^3$He-$^4$He mixtures at zero temperature are investigated starting from known
properties of the ground state. Sum rules are used to fix rigorous constraints
to the different contributions to $S(q,\omega)$, coming from $^3$He and $^4$He
elementary excitations, as well as to explore the role of the cross term
$S^{(3,4)}(q,\omega)$. Both the low-$q$ (phonon-roton $^4$He excitations and
1p-1h $^3$He excitations) and high-$q$ (deep inelastic scattering) ranges are
discussed.
","[{""version"":""v1"",""created"":""Tue, 2 Mar 1993 18:14:42 GMT""}]","2009-10-22"
"gr-qc/9303004",,"C.O.Lousto and N.Sanchez","The Quantization of the Spacetime Geometry Generated by Planckian Energy
  Particles","11 pages, Plain TEX","in Cosmology and Particle Physics, V.de Sabbata and Tso-Hsiu Eds,
  Kluwer Ac. Publ., Dordrecht (1994), Vol. C427, pp 193-199",,,"gr-qc astro-ph hep-th",,"  We study the quantization of the curved spacetime created by
ultrarelativistic particles at Planckian energies. We consider a minisuperspace
model based on the classical shock wave metric generated by these particles,
and for which the Wheeler - De Witt equation is solved exactly. The wave
function of the geometry is a Bessel function whose argument is the classical
action. This allows us to describe not only the semiclassical regime
$(S\to\infty),$ but also the strong quantum regime $(S\to0).$ We analyze the
interaction with a scalar field $\phi$ and apply the third quantization
formalism to it. The quantum gravity effects make the system to evolve from a
highly curved semiclassical geometry (a gravitational wave metric) into a
strongly quantum state represented by a weakly curved geometry (essentially
flat spacetime).
","[{""version"":""v1"",""created"":""Tue, 2 Mar 1993 17:56:37 GMT""},{""version"":""v2"",""created"":""Wed, 3 Mar 1993 12:15:48 GMT""}]","2008-02-03"
"gr-qc/9303007",,"M.Ferraris, M.Francaviglia and I.Volovich","The Universality of Einstein Equations","15 pages, LaTeX, (Extended Version), TO-JLL-P1/93","Class.Quant.Grav.11:1505-1517,1994","10.1088/0264-9381/11/6/015",,"gr-qc hep-th",,"  It is shown that for a wide class of analytic Lagrangians which depend only
on the scalar curvature of a metric and a connection, the application of the
so--called ``Palatini formalism'', i.e., treating the metric and the connection
as independent variables, leads to ``universal'' equations. If the dimension
$n$ of space--time is greater than two these universal equations are Einstein
equations for a generic Lagrangian and are suitably replaced by other universal
equations at bifurcation points. We show that bifurcations take place in
particular for conformally invariant Lagrangians $L=R^{n/2} \sqrt g$ and prove
that their solutions are conformally equivalent to solutions of Einstein
equations. For 2--dimensional space--time we find instead that the universal
equation is always the equation of constant scalar curvature; the connection in
this case is a Weyl connection, containing the Levi--Civita connection of the
metric and an additional vectorfield ensuing from conformal invariance. As an
example, we investigate in detail some polynomial Lagrangians and discuss their
bifurcations.
","[{""version"":""v1"",""created"":""Tue, 2 Mar 1993 22:21:00 GMT""},{""version"":""v2"",""created"":""Fri, 7 May 1993 02:44:00 GMT""}]","2010-12-13"
"gr-qc/9303008","Don N. Page","Don N. Page","No Superluminal Expansion of the Universe","9 pages, LaTeX, Alberta Thy-13-93",,,,"gr-qc",,"  The apparent superluminal growth in the size of a sufficiently large part of
the universe can be ascribed to the special relativistic effect of time
dilation.
","[{""version"":""v1"",""created"":""Tue, 2 Mar 1993 23:53:37 GMT""}]","2007-05-23"
"gr-qc/9303009",,"Victor Tapia, A.L. Marrakchi and M. Cataldo","Conformal Fourth-Rank Gravity","39 pages, plain TEX",,,,"gr-qc",,"  We consider the consequences of describing the metric properties of space-
time through a quartic line element $ds^4=G_{\mu\nu\lambda\rho}dx^\mu dx^\nu
dx^\lambda dx^\rho$. The associated ""metric"" is a fourth-rank tensor
$G_{\mu\nu\lambda\rho}$. We construct a theory for the gravitational field
based on the fourth-rank metric $G_{\mu\nu\lambda\rho}$ which is conformally
invariant in four dimensions. In the absence of matter the fourth-rank metric
becomes of the form $G_{\mu\nu\lambda\rho}=g_{(\mu\nu}g_{\lambda\rho )}$
therefore we recover a Riemannian behaviour of the geometry; furthermore, the
theory coincides with General Relativity. In the presence of matter we can keep
Riemannianicity, but now gravitation couples in a different way to matter as
compared to General Relativity. We develop a simple cosmological model based on
a FRW metric with matter described by a perfect fluid. Our field equations
predict that the entropy is an increasing function of time. For $k_{obs}=0$ the
field equations predict $\Omega\approx 4y$, where $y={p\over\rho}$; for
$\Omega_{small}=0.01$ we obtain $y_{pred}=2.5\times 10^{-3}$. $y$ can be
estimated from the mean random velocity of typical galaxies to be
$y_{random}=1\times10^{-5}$. For the early universe there is no violation of
causality for $t>t_{class}\approx10^{19}t_{Planck}\approx 10^{-24}s$.
","[{""version"":""v1"",""created"":""Wed, 3 Mar 1993 15:02:38 GMT""}]","2007-05-23"
"hep-ph/9303205","Ivan","Eric Braaten and Tzu Chiang Yuan","Gluon Fragmentation into Heavy Quarkonium","LateX 11 pages (3 figures available upon request). NUHEP-TH-92-23","Phys.Rev.Lett.71:1673-1676,1993","10.1103/PhysRevLett.71.1673",,"hep-ph",,"  The dominant production mechanism for heavy quark-antiquark bound states in
very high energy processes is fragmentation, the splitting of a high energy
parton into a quarkonium state and other partons. We show that the
fragmentation functions $D(z,\mu)$ describing these processes can be calculated
using perturbative QCD. We calculate the fragmentation functions for a gluon to
split into S-wave quarkonium states to leading order in the QCD coupling
constant. The leading logarithms of $\mu/m_Q$, where $\mu$ is the factorization
scale and $m_Q$ is the heavy quark mass, are summed up using Altarelli-Parisi
evolution equations.
","[{""version"":""v1"",""created"":""Tue, 2 Mar 1993 16:26:46 GMT""}]","2014-11-17"
"hep-ph/9303206",,"John Ellis, David N. Schramm","Could a nearby supernova explosion have caused a mass extinction?","10 pages, CERN-TH.6805/93",,"10.1073/pnas.92.1.235",,"hep-ph",,"  We examine the possibility that a nearby supernova explosion could have
caused one or more of the mass extinctions identified by palaeontologists. We
discuss the likely rate of such events in the light of the recent
identification of Geminga as a supernova remnant less than 100 pc away and the
discovery of a millisecond pulsar about 150 pc away, and observations of SN
1987A. The fluxes of $\gamma$ radiation and charged cosmic rays on the Earth
are estimated, and their effects on the Earth's ozone layer discussed. A
supernova explosion of the order of 10 pc away could be expected every few
hundred million years, and could destroy the ozone layer for hundreds of years,
letting in potentially lethal solar ultraviolet radiation. In addition to
effects on land ecology, this could entail mass destruction of plankton and
reef communities, with disastrous consequences for marine life as well. A
supernova extinction should be distinguishable from a meteorite impact such as
the one that presumably killed the dinosaurs.
","[{""version"":""v1"",""created"":""Tue, 2 Mar 1993 17:51:16 GMT""}]","2019-08-17"
"hep-ph/9303207",,"Kumar S. Gupta, M. Arshad Momen, J. Schechter and A. Subbaraman","Heavy Quark Solitons","13 pages; LaTex; SU-4240-532; UR 1306/ER-40685-755 (Minor typos
  corrected)","Phys.Rev. D47 (1993) 4835-4839","10.1103/PhysRevD.47.R4835",,"hep-ph",,"  We investigate the heavy baryons which arise as solitonic excitations in a
``heavy meson"" chiral Lagrangian which includes the light vector particles. It
is found that the effect of the light vectors may be substantial. We also
present a simple derivation which clearly shows the connection to the
Callan-Klebanov approach.
","[{""version"":""v1"",""created"":""Wed, 3 Mar 1993 00:31:00 GMT""},{""version"":""v2"",""created"":""Wed, 3 Mar 1993 23:04:00 GMT""}]","2009-10-22"
"hep-ph/9303208",,"P. Bialas, J.G. Koerner, K. Zalewski","Complete angular analysis of the decay cascade $B \rightarrow D^{**}(
  \rightarrow D^*(\rightarrow D \pi) + \pi) + W(\rightarrow l \nu)$","17 pages (LaTeX), report TPJU-19/92, MZ-TH/92-53","Z.Phys. C59 (1993) 117-126","10.1007/BF01555846",,"hep-ph",,"  We develop a general algorithm for describing angular decay distributions in
cascade decay chains of arbitrary length. The general algorithm is used to
study joint angular decay distributions for the cascade decay $B\rightarrow
D^{**}( \rightarrow D^*(\rightarrow D \pi)+\pi) + W(\rightarrow l\nu)$ where
the $D^{**}$ is a generic $P$-wave charm meson state. Lepton mass effects are
fully incorporated
","[{""version"":""v1"",""created"":""Wed, 3 Mar 1993 09:32:00 GMT""}]","2015-06-25"
"hep-ph/9303209",,"G.Mangano and F. Sannino","A Mass Spectrum for Leptons and Quarks","14 pages, 2 Tables (included), LATEX, DSF-93/1, INFNNA-IV-93/1","Mod. Phys. Lett. A8 (1993) 1519","10.1142/S0217732393001240",,"hep-ph",,"  A suggestive phenomenological relation is found among the lepton and quark
masses which suggests a new insight into the problem of generations and also
gives a prediction for the top quark mass in agreement with the range of values
which is actually expected.
","[{""version"":""v1"",""created"":""Wed, 3 Mar 1993 12:51:00 GMT""}]","2015-06-25"
