"astro-ph/9303013","Peter Biermann","Peter L. Biermann (1) and Richard G. Strom (2) ((1)
  Max-Planck-Institut f""ur Radioastronomie, Bonn, Germany, (2) Netherlands
  Foundation for Research in Astronomy, Radiosterrenwacht, Dwingeloo,
  Netherlands)","Cosmic Rays, III. The CR spectrum between 1 GeV and 10^4 GeV and the
  radio emission from supernova remnants","Astron. Astroph. accepted March 1993; LaTeX A&A style (laa.sty
  required), no figures, MPIfR Preprint No. 521",,,,"astro-ph",,"  We develop a theory to account for the cosmic ray spectrum between 1 GeV and
10^4 GeV following the earlier papers of this series. We use the basic concept
that the cosmic ray particles are accelerated in a supernova shock that travels
through the interstellar medium. Physically important ingredients besides the
presence of a strong shock are diffusion, drifts, convection, adiabatic
cooling, the injection history, and the topology of the magnetic field, here
assumed for simplicity to be homogeneous in the interstellar medium. The result
is a spectrum, which for strong shocks in a gas with adiabatic index 5/3 yields
a spectrum of E^-2.42. Interstellar turbulence with a Kolmogorov spectrum then
leads by leakage from the galactic disk to a spectrum which is E^-2.75, as
observed. We argue that the ratio of cosmic ray electrons to protons is
determined by the amount of expansion which takes place from the cessation of
electron injection to the break-up of the shell by cooling instabilities. Since
the highest particle energy reached derives from geometrical arguments, it
depends on the charge of the nucleus and so higher Z elements are predicted to
reach higher energies.
","[{""version"":""v1"",""created"":""Thu, 25 Mar 1993 12:51:29 GMT""}]","2007-05-23"
"cond-mat/9303044",,"U.C. Taeuber and F. Schwabl (TU Muenchen, Germany)","Influence of cubic and dipolar anisotropies on the static and dynamic
  coexistence anomalies of the time-dependent Ginzburg-Landau models","45 pages written in plainTEX, 10 figures not included (available from
  the authors), UCTTUM-93-01","Phys. Rev. B 48 (1993) 186","10.1103/PhysRevB.48.186",,"cond-mat",,"  In isotropic systems below the transition temperature, the massless Goldstone
modes imply critical infrared singularities in the statics and dynamics along
the entire coexistence curve. We examine the important question whether these
coexistence anomalies are of relevance also in more realistic systems
displaying anisotropies. By applying a generalized renormalization scheme to
the time-dependent Ginzburg-Landau models, we treat two quite different but
characteristic cases, namely the influence of (i) weak cubic anisotropies, and
(ii) long-range dipolar interactions. In the presence of cubic terms, the
transverse excitations acquire a mass and thus one expects the theory to
approach an uncritical ""Gaussian"" regime in the limit ${\vec q} \rightarrow 0$
and $\omega \rightarrow 0$. Therefore, we first consider the one-component case
in order to show that our formalism also provides a consistent description of
the crossover into an asymptotically Gaussian theory. In the case of (weak)
cubic anisotropies, the fact that for $n < 4$ the fluctuations tend to restore
the $O(n)$-symmetry at the critical point proves to be most important, since
under these circumstances coexistence-type singularities may be found in an
intermediate wavenumber and frequency range. The dipolar interaction induces an
anisotropy in momentum space, which does not completely destroy the massless
character of the transverse fluctuations, but only effectively reduces the
number of Goldstone modes by one. Remarkably, similar to the isotropic case the
asymptotic theory can be treated exactly. For $n \geq 3$ we find coexistence
anomalies governed by the isotropic power laws. However, the amplitudes of the
respective scaling functions depend on the angle between order parameter and
external wavevector.
","[{""version"":""v1"",""created"":""Thu, 25 Mar 1993 09:50:33 GMT""}]","2009-10-22"
"cond-mat/9303045","Heiko Rieger","Heiko Rieger and A. P. Young","Critical Exponents of the Three Dimensional Random Field Ising Model","Revtex, 10 pages + 4 figures included as Latex files and 1 in
  Postscript","J.Phys. A 26 (1993) 5279","10.1088/0305-4470/26/20/014",,"cond-mat hep-lat",,"  The phase transition of the three--dimensional random field Ising model with
a discrete ($\pm h$) field distribution is investigated by extensive Monte
Carlo simulations. Values of the critical exponents for the correlation length,
specific heat, susceptibility, disconnected susceptibility and magnetization
are determined simultaneously via finite size scaling. While the exponents for
the magnetization and disconnected susceptibility are consistent with a first
order transition, the specific heat appears to saturate indicating no latent
heat. Sample to sample fluctuations of the susceptibilty are consistent with
the droplet picture for the transition.
","[{""version"":""v1"",""created"":""Thu, 25 Mar 1993 11:03:29 GMT""}]","2009-10-22"
"gr-qc/9303027","Alan Rendall","Alan D. Rendall","The Newtonian Limit for Asymptotically Flat Solutions of the
  Vlasov-Einstein System","24 pages, plain TEX","Commun. Math. Phys. 163 (1994) 89-112","10.1007/BF02101736",,"gr-qc",,"  It is shown that there exist families of asymptotically flat solutions of the
Einstein equations coupled to the Vlasov equation describing a collisionless
gas which have a Newtonian limit. These are sufficiently general to confirm
that for this matter model as many families of this type exist as would be
expected on the basis of physical intuition. A central role in the proof is
played by energy estimates in unweighted Sobolev spaces for a wave equation
satisfied by the second fundamental form of a maximal foliation.
","[{""version"":""v1"",""created"":""Thu, 25 Mar 1993 02:27:00 GMT""}]","2009-10-22"
"hep-ph/9303302",,"Nuria Rius and Elizabeth H. Simmons","The Hunting of the MR Model","TeX (uses harvmac). 18 pages. Revision: added text and figure about
  effects of b-jet tagging at LEP II. 7 figures available on request. CTP \#
  2190. HUTP-92/A054","Nucl.Phys. B416 (1994) 722-738","10.1016/0550-3213(94)90551-7",,"hep-ph",,"  We consider experimental signatures of the standard model's minimal
supersymmetric extension with a continuous $U(1)_R$ symmetry (MR model). We
focus on the ability of existing and planned electron-positron colliders to
probe this model and to distinguish it from both the standard model and the
standard model's minimal supersymmetric extension with a discrete $R$-parity.
","[{""version"":""v1"",""created"":""Wed, 24 Mar 1993 17:25:12 GMT""},{""version"":""v2"",""created"":""Mon, 5 Apr 1993 14:50:35 GMT""}]","2009-10-22"
"hep-ph/9303303",,"Lawrence J. Hall and Andrija Ra\v{s}in","On the generality of certain predictions for quark mixing","16 pages + 1 figure (available upon request), LBL-33668","Phys.Lett.B315:164-169,1993","10.1016/0370-2693(93)90175-H",,"hep-ph",,"  The relations ${ {|V_{ub}|} \over {|V_{cb}|} } = \sqrt{ { m_u \over m_c } }$
and ${ {|V_{td}|} \over {|V_{ts}|} } = \sqrt{ { m_d \over m_s } }$ are
significant successes of some specific models for quark masses. We show that
these relations are more general, resulting from a much wider class of models.
Consequences of these predictions for CP violating asymmetries in neutral B
meson decays are discussed.
","[{""version"":""v1"",""created"":""Wed, 24 Mar 1993 22:21:41 GMT""}]","2010-11-01"
"hep-ph/9303304","Paul Langacker0","Paul Langacker","Precision Tests of the Standard Model","Lectures presented at {\it TASI-92}, Boulder, June 1992, 22 Pages,
  Latex, 9 figures, available on request, UPR-0555T",,,,"hep-ph",,"  The implications of recent precision $Z$-pole, $W$ mass, and weak neutral
current data for testing the standard electroweak model, constraining the $t$
quark and Higgs masses, \alsz, and grand unification are discussed. A fit to
all data yields $\siz = 0.2328 \pm 0.0007$ (\msb) or $\sinn \equiv 1 -
\mw^2/\mz^2 = 0.2267 \pm 0.0024$ (on-shell), where the uncertainties are mainly
from \mt. In the standard model one predicts $\mt = 150^{+19 + 15}_{-24 - 20}$
GeV, where the central value assumes \mh = 300 GeV and the second uncertainty
is for \mh $\ra$ 60 GeV ($-$) or 1 TeV (+). In the minimal supersymmetric
extension of the standard model (MSSM) one predicts $\mt = 134^{+23}_{-28} \pm
5$ GeV, where the difference is due the light Higgs scalar expected in the
MSSM. There is no significant constraint on \mh \ until \mt \ is known
independently.
","[{""version"":""v1"",""created"":""Wed, 24 Mar 1993 23:08:43 GMT""}]","2007-05-23"
"hep-ph/9303305","Andreas Kronfeld","Andreas S, Kronfeld and Paul B. Mackenzie","Progress in QCD Using Lattice Gauge Theory","41 pages LaTeX, FERMILAB-PUB-93/058-T. Figures and style file are
  uuencoded and appended. Figures embedded with epsf.sty, available from the
  server","Ann.Rev.Nucl.Part.Sci.43:793-828,1993","10.1146/annurev.ns.43.120193.004045",,"hep-ph hep-lat",,"  Review of results from lattice QCD of relevance to standard-model
phenomenology, to appear in Annual Review of Nuclear and Particle Science. KEY
WORDS: hadron masses, quark mixing (CKM) matrix, weak matrix elements, strong
coupling constant.
","[{""version"":""v1"",""created"":""Thu, 25 Mar 1993 15:57:51 GMT""}]","2010-11-01"
"hep-th/9303137",,"Chihong Chou","On the Quantizations of the Damped Systems","12pages, Plain Tex file, RU-93-20-B","Mod. Phys. Lett. A8 (1993) 2037-2044","10.1142/S0217732393001744",,"hep-th",,"  Based on a simple observation that a classical second order differential
equation may be decomposed into a set of two first order equations, we
introduce a Hamiltonian framework to quantize the damped systems. In
particular, we analyze the system of a linear damped harmonic oscillator and
demonstrate that the time evolution of the Schr\""odinger equation is
unambiguously determined.
","[{""version"":""v1"",""created"":""Wed, 24 Mar 1993 19:39:25 GMT""}]","2015-06-26"
"hep-th/9303138","Yuri Makeenko","Yu. Makeenko","An Exact Solution of Induced Large-N Lattice Gauge Theory at Strong
  Coupling","Latex (3 Latex figures), 13pp, ITEP-YM-2-93 [minor revising]",,,,"hep-th hep-lat",,"  I show that the strong coupling solution of the Kazakov--Migdal model with a
general interaction potential $V(\Phi)$ in $D$ dimensions coincides at large
$N$ with that of the hermitean one-matrix model with the potential
$\tilde{V}(\Phi)$: $$ (2D-1)\tilde{V}'= (D-1)V'+ D\sqrt{(V')^2+4(1-2D)\Phi^2},
$$ whose solution is known. The proof is given for an even potential
$V(\Phi)=V(-\Phi)$ by solving loop equations.
","[{""version"":""v1"",""created"":""Thu, 25 Mar 1993 07:14:22 GMT""},{""version"":""v2"",""created"":""Fri, 26 Mar 1993 08:06:20 GMT""},{""version"":""v3"",""created"":""Tue, 27 Apr 1993 05:08:44 GMT""}]","2008-02-03"
