"astro-ph/9310036",,"Sabino Matarrese, Ornella Pantano and Diego Saez","General Relativistic Dynamics of Irrotational Dust: Cosmological
  Implications","12 pages , DFPD 93/A/67","Phys.Rev.Lett. 72 (1994) 320-323","10.1103/PhysRevLett.72.320",,"astro-ph",,"  The non--linear dynamics of cosmological perturbations of an irrotational
collisionless fluid is analyzed within General Relativity. Relativistic and
Newtonian solutions are compared, stressing the different role of boundary
conditions in the two theories. Cosmological implications of relativistic
effects, already present at second order in perturbation theory, are studied
and the dynamical role of the magnetic part of the Weyl tensor is elucidated.
","[{""version"":""v1"",""created"":""Mon, 18 Oct 1993 15:12:37 GMT""}]","2009-10-22"
"cond-mat/9310040",,"Alexander Moroz","Inward and Outward Integral Equations and the KKR Method for Photons","(to appear in J. Phys. : Cond. Matter), Latex 17 pp, PRA-HEP 93/10
  (exclusively English and unimportant misprints corrected)","J. Phys. C : Cond. Matter 6, 171-182 (1994)","10.1088/0953-8984/6/1/018",,"cond-mat",,"  In the case of electromagnetic waves it is necessary to distinguish between
inward and outward on-shell integral equations. Both kinds of equation are
derived. A correct implementation of the photonic KKR method then requires the
inward equations and it follows directly from them. A derivation of the KKR
method from a variational principle is also outlined. Rather surprisingly, the
variational KKR method cannot be entirely written in terms of surface integrals
unless permeabilities are piecewise constant. Both kinds of photonic KKR method
use the standard structure constants of the electronic KKR method and hence
allow for a direct numerical application. As a by-product, matching rules are
obtained for derivatives of fields on different sides of the discontinuity of
permeabilities.
  Key words: The Maxwell equations, photonic band gap calculations
","[{""version"":""v1"",""created"":""Mon, 18 Oct 1993 10:32:18 GMT""},{""version"":""v2"",""created"":""Fri, 26 Nov 1993 12:46:02 GMT""}]","2008-02-03"
"cond-mat/9310041",,"E. Marinari, G. Parisi and F. Ritort","On the 3d Ising Spin Glass","40 pages, uucompressed file with eps figures added in figures, sccs
  532",,"10.1088/0305-4470/27/8/008",,"cond-mat hep-lat hep-th",,"  We study the $3d$ Ising spin glass with $\pm 1$ couplings. We introduce a
modified local action. We use finite size scaling techniques and very large
lattice simulations. We find that our data are compatible both with a finite
$T$ transition and with a $T=0$ singularity of an unusual type.
","[{""version"":""v1"",""created"":""Mon, 18 Oct 1993 11:48:24 GMT""},{""version"":""v2"",""created"":""Tue, 19 Oct 1993 13:29:54 GMT""}]","2009-10-22"
"cond-mat/9310042","Jose Riera","Jose Riera and Elbio Dagotto","Superconductivity in the Cuo Hubbard Model with Long-Range Coulomb
  Repulsion","LATEX, 14 pages, 4 figures available as postcript files or hard copy,
  preprint ORNL-CCIP/93/15",,"10.1103/PhysRevB.50.3215",,"cond-mat",,"  A multiband CuO Hubbard model is studied which incorporates long-range (LR)
repulsive Coulomb interactions. In the atomic limit, it is shown that a
charge-transfer from copper to oxygen ions occurs as the strength of the LR
interaction is increased. The regime of phase separation becomes unstable, and
is replaced by a uniform state with doubly occupied oxygens. As the holes
become mobile a superfluid condensate is formed, as suggested by a numerical
analysis of pairing correlation functions and flux quantization. Although most
of the calculations are carried out on one dimensional chains, it is
","[{""version"":""v1"",""created"":""Mon, 18 Oct 1993 13:41:33 GMT""}]","2009-10-22"
"hep-lat/9310018","Weonjong Lee","Weonjong Lee","Quark Mass Renormalization on the Lattice with Staggered Fermions","26 pages, CU-TP-607","Phys.Rev. D49 (1994) 3563-3573","10.1103/PhysRevD.49.3563",,"hep-lat hep-ph",,"  The QCD light quark mass renormalized at a 1 GeV scale in the $ \overline{MS}
$ scheme is obtained from the numerical results of the lattice QCD simulation
with staggered fermions. The primary emphasis is given to the connection
between the lattice and continuum parameters. The results are compared with
those from the QCD sum rule.
","[{""version"":""v1"",""created"":""Mon, 18 Oct 1993 15:22:22 GMT""}]","2009-10-22"
"hep-lat/9310021",,"P. Altevogt, A. Linke","An Algorithm for Dynamic Load Balancing of Synchronous Monte Carlo
  Simulations on Multiprocessor Systems","12 pages, uuencoded figures included, 75.93.08","Comput.Phys.Commun. 79 (1994) 373-380","10.1016/0010-4655(94)90183-X",,"hep-lat",,"  We describe an algorithm for dynamic load balancing of geometrically
parallelized synchronous Monte Carlo simulations of physical models. This
algorithm is designed for a (heterogeneous) multiprocessor system of the MIMD
type with distributed memory. The algorithm is based on a dynamic partitioning
of the domain of the algorithm, taking into account the actual processor
resources of the various processors of the multiprocessor system.
","[{""version"":""v1"",""created"":""Mon, 18 Oct 1993 15:25:08 GMT""}]","2009-10-22"
"hep-ph/9310297","Hitoshi Murayama","Hitoshi Murayama and T. Yanagida","Leptogenesis in Supersymmetric Standard Model with Right-handed Neutrino","10 pages, LaTeX file, LBL-34744","Phys.Lett.B322:349-354,1994","10.1016/0370-2693(94)91164-9",,"hep-ph astro-ph",,"  We show that the leptogenesis is automatic within the supersymmetric standard
model if there exist right-handed neutrinos with mass less than $H_{\it inf}$,
the expansion rate during the inflation. Its scalar component grows during the
inflation due to the quantum fluctuation, oscillates coherently after the
inflation, and its decay generates lepton asymmetry. The scenario is naturally
embedded into $SO(10)$ GUT without any modifications. We also discuss the case
with heavier right-handed neutrino.
","[{""version"":""v1"",""created"":""Sun, 17 Oct 1993 23:08:41 GMT""}]","2009-09-29"
"hep-ph/9310298","J. R. Cudell","J.R. Cudell and B.U. Nguyen","A Consistent Next-to-Leading-Order QCD Calculation of Hadronic
  Diffractive Scattering","26 pages, McGill/93-25","Nucl.Phys. B420 (1994) 669-694","10.1016/0550-3213(94)90082-5",,"hep-ph",,"  We calculate the order alpha_s^2 and order alpha_s^3 QCD contributions to
colour-singlet exchange in the leading log s approximation. We implement the
resulting amplitude at the hadronic level and thus construct the QCD pomeron
and odderon to this order of perturbation theory. We show that the structure of
the hadronic form factors provides a natural mechanism through which the
odderon gets suppressed at t=0 whereas it dominates the elastic cross section
at large t. We also demonstrate that the inclusion of nonperturbative effects
through a modification of the gluon propagator accelerates greatly the
convergence of the log s expansion, although not enough to provide agreement
with the data.
","[{""version"":""v1"",""created"":""Mon, 18 Oct 1993 01:55:44 GMT""}]","2009-10-22"
"hep-ph/9310300","Mannque Rho","Mannque Rho (SPhT/CEA Saclay)","Cheshire Cat Hadrons","(Lectures given at Latin American School of Physics 93 (ELAF '93),
  5-16 July 1993, Mar del Plata, Argentina); LATEX, 151 pages (15 figures not
  included, available on request); SPhT T93/110; an updated version is
  available at arXiv:hep-ph/0206003","Phys.Rept. 240 (1994) 1-142","10.1016/0370-1573(94)90002-7",,"hep-ph nucl-th",,"  This article is based on a series of lectures given at ELAF 93 on the
description of low-energy hadronic systems {\it in and out} of hadronic medium.
The focus is put on identifying, with the help of a Cheshire Cat philosophy,
the effective degrees of freedom relevant for the strong interactions from a
certain number of generic symmetry properties of QCD. The matters treated are
the ground-state and excited-state properties of light- and heavy-quark baryons
and applications to nuclei and nuclear matter under normal as well as extreme
conditions.
","[{""version"":""v1"",""created"":""Mon, 18 Oct 1993 04:25:52 GMT""}]","2015-08-25"
"hep-ph/9310301","D. R. T. Jones","I.Jack, D.R.T. Jones and K.L.Roberts","Dimensional Reduction in Non-Supersymmetric Theories","13 pages, phyzzx, LTH 320","Z. Phys. C62 (1994) 161-166","10.1007/BF01559535",,"hep-ph",,"  It is shown that regularisation by dimensional reduction is a viable
alternative to dimensional regularisation in non-supersymmetric theories.
","[{""version"":""v1"",""created"":""Mon, 18 Oct 1993 09:43:21 GMT""}]","2009-10-22"
